Player,League,Season,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport countries,Foot,Height,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,PAdj Interceptions,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals per 90,Shots against per 90,"Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90,Wyscout ID
Eric Ramires,Brazil 1.,2026,Red Bull Bragantino,"RDMF, LDMF, RCMF",26,4000000,2026-12-31,14,665,0,0.72,0,0.12,Brazil,Brazil,right,174,no,5.28,5.28,46.15,1.08,37.5,0.14,4.01,0.0,0.1,0.0,2,0.27,0.0,0.0,0.0,0.0,0.54,25.0,3.65,44.44,0.54,0.68,0.0,30.99,86.9,8.26,70.49,2.44,61.11,0.02,0.0,0.14,3.92,72.41,0.27,50.0,0.27,2.84,66.67,,,0.0,0.0,,,,-69724
Adson,Brazil 1.,2026,Vasco da Gama,"RAMF, RW, RWF",25,4500000,2027-12-31,11,663,0,0.59,0,1.18,Brazil,Brazil,left,171,no,5.84,4.75,68.57,1.22,22.22,0.0,3.62,0.0,0.08,0.0,18,2.44,22.22,0.0,1.36,50.0,4.62,67.65,9.1,55.22,1.36,2.85,0.27,42.35,85.58,12.76,76.6,0.68,40.0,0.16,1.09,0.68,5.02,75.68,3.8,57.14,1.63,5.16,86.84,,,0.0,0.0,,,,-66168
Carlos Eduardo,Brazil 1.,2026,Mirassol,"RAMF, CF, RW",29,900000,2026-12-31,13,658,1,1.54,1,0.7,Brazil,Brazil,right,173,no,4.65,3.97,48.28,2.33,35.29,0.0,3.66,0.0,0.21,0.0,11,1.5,9.09,9.091,2.74,20.0,3.01,54.55,9.03,37.88,2.74,1.37,0.27,16.0,69.23,3.69,44.44,1.5,63.64,0.1,0.0,0.27,0.96,85.71,1.5,18.18,0.14,1.64,58.33,,,0.0,0.0,,,,396117
Marcos Vinicius,Brazil 1.,2026,Chapecoense,"RB, RWB",29,0,2026-12-31,10,656,0,0.52,0,0.75,Brazil,Brazil,right,176,no,7.0,4.53,51.52,2.33,29.41,0.27,6.07,0.0,0.07,0.0,3,0.41,0.0,0.0,3.29,37.5,1.37,50.0,2.47,38.89,1.23,1.78,0.14,30.87,71.11,11.39,61.45,5.08,43.24,0.1,0.0,0.55,4.12,40.0,3.16,47.83,0.55,6.45,70.21,,,0.0,0.0,,,,472453
Hugo Moura,Brazil 1.,2026,Vasco da Gama,"DMF, LDMF, RCMF",28,1500000,2028-06-30,11,656,1,0.16,0,0.14,Brazil,Brazil,right,182,no,8.09,5.9,65.12,2.33,35.29,0.82,5.2,0.14,0.02,0.14,3,0.41,33.33,33.333,0.0,0.0,0.27,50.0,2.06,60.0,0.69,0.55,0.0,50.21,92.08,14.68,86.92,1.92,50.0,0.02,0.0,0.14,5.9,88.37,0.27,50.0,0.14,4.25,67.74,,,0.0,0.0,,,,-33299
Rodriguinho,Brazil 1.,2026,Red Bull Bragantino,"LDMF, LCMF, AMF",22,0,2030-12-31,12,654,2,1.06,1,0.49,Brazil,Brazil,right,186,no,4.4,5.92,41.86,0.83,50.0,0.14,2.92,0.28,0.15,0.0,13,1.79,30.77,15.385,0.69,40.0,1.65,58.33,5.09,35.14,1.79,0.96,0.28,24.5,85.39,5.92,74.42,0.96,71.43,0.07,0.0,0.14,3.03,77.27,0.69,80.0,0.55,2.2,93.75,,,0.0,0.0,,,,-159218
Ayrton Lucas,Brazil 1.,2026,Flamengo,LB,29,8000000,2027-12-31,11,654,0,0.1,1,0.29,Brazil,Brazil,left,180,no,6.06,4.95,55.56,2.61,57.89,0.55,5.33,0.0,0.01,0.0,7,0.96,28.57,0.0,2.06,33.33,1.38,70.0,3.3,37.5,0.41,2.75,0.28,44.04,85.63,12.94,71.28,2.61,47.37,0.04,0.0,0.28,2.89,80.95,2.61,47.37,0.55,7.57,72.73,,,0.0,0.0,,,,337005
L. Villalba,Brazil 1.,2026,Botafogo,"RAMF, RW",25,0,2029-12-31,13,653,1,0.66,0,1.2,Uruguay,"Uruguay, Italy",right,182,no,5.93,5.79,57.14,3.45,40.0,0.14,3.04,0.14,0.09,0.14,8,1.1,37.5,12.5,3.86,25.0,3.31,41.67,7.72,30.36,2.89,1.79,1.24,16.13,57.26,4.55,42.42,1.24,44.44,0.17,0.0,0.69,1.24,77.78,3.03,36.36,0.83,3.72,62.96,,,0.0,0.0,,,,-249829
André Ramalho,Brazil 1.,2026,Corinthians,RCB,34,2500000,2026-12-31,7,647,0,0.09,0,0.13,Brazil,"Brazil, Italy",right,182,no,5.84,2.5,66.67,4.59,75.76,0.28,6.67,0.0,0.01,0.0,2,0.28,0.0,0.0,0.42,33.33,0.14,100.0,0.7,40.0,0.56,2.23,0.0,56.48,91.38,21.98,84.18,3.62,38.46,0.02,0.0,0.14,6.68,79.17,0.7,40.0,0.14,9.32,82.09,,,0.0,0.0,,,,178288
Braian Aguirre,Brazil 1.,2026,Internacional,"RB, RCB",26,2000000,2028-12-31,15,645,1,0.7,1,0.83,Argentina,Argentina,right,175,no,9.63,6.98,70.0,2.79,35.0,0.42,6.77,0.14,0.1,0.0,11,1.53,36.36,9.091,5.58,20.0,1.4,60.0,3.35,50.0,1.81,0.84,0.0,39.21,72.95,12.84,73.91,3.63,61.54,0.12,0.28,0.56,6.14,70.45,5.3,42.11,1.12,9.21,81.82,,,0.0,0.0,,,,-211970
Kaio César,Brazil 1.,2026,Corinthians,"RAMF, RW, AMF",22,0,2028-06-30,10,645,2,0.95,1,0.17,Brazil,Brazil,left,168,yes,6.7,5.3,73.68,1.67,33.33,0.0,3.5,0.28,0.13,0.14,11,1.53,63.64,18.182,1.53,36.36,5.58,65.0,14.23,56.86,2.51,3.21,0.14,26.65,80.63,6.14,72.73,0.84,33.33,0.02,0.0,0.28,1.81,46.15,2.09,66.67,0.56,3.35,83.33,,,0.0,0.0,,,,-250526
Bruno Henrique,Brazil 1.,2026,Flamengo,"LAMF, CF, LW",35,1800000,2027-12-31,16,645,1,1.97,3,1.52,Brazil,Brazil,right,184,no,5.02,4.47,50.0,4.05,48.28,0.0,4.05,0.14,0.28,0.0,13,1.81,30.77,7.692,1.4,30.0,2.37,58.82,9.07,40.0,4.05,2.37,0.14,22.88,82.32,4.88,74.29,0.56,50.0,0.21,0.0,0.7,1.81,84.62,1.4,40.0,0.98,2.23,75.0,,,0.0,0.0,,,,395631
Vitão,Brazil 1.,2026,Flamengo,"LCB, RCB",26,0,2029-12-31,9,641,0,0.25,0,0.49,Brazil,Brazil,right,185,no,5.62,2.81,40.0,2.81,70.0,0.7,6.6,0.0,0.04,0.0,4,0.56,0.0,0.0,0.14,0.0,0.14,100.0,0.42,100.0,0.98,1.12,0.14,57.43,93.4,14.88,82.08,2.81,50.0,0.07,0.0,0.0,6.46,91.3,0.28,100.0,0.14,6.74,68.75,,,0.0,0.0,,,,475117
Matheus Pereira,Brazil 1.,2026,Corinthians,"RDMF, LCMF, AMF",28,1200000,2027-12-31,14,641,0,0.1,0,0.19,Brazil,Brazil,left,183,yes,7.86,4.63,63.64,1.26,55.56,0.28,7.39,0.0,0.01,0.0,8,1.12,25.0,0.0,0.84,50.0,0.42,66.67,2.95,42.86,0.28,1.54,0.0,50.41,84.68,16.99,72.73,4.77,55.88,0.03,0.28,0.28,9.83,77.14,1.97,57.14,0.7,8.28,81.36,,,0.0,0.0,,,,398753
N. Villarreal,Brazil 1.,2026,Cruzeiro,CF,21,0,2030-12-31,12,635,2,3.75,1,0.55,Colombia,Colombia,right,186,no,2.55,2.13,46.67,2.98,9.52,0.0,2.22,0.28,0.53,0.0,18,2.55,38.89,11.111,0.43,0.0,0.99,57.14,5.39,47.37,3.97,0.57,0.43,7.94,69.64,1.28,33.33,0.14,100.0,0.08,0.0,0.71,0.71,20.0,0.71,40.0,0.71,0.71,60.0,,,0.0,0.0,,,,-323477
Léo Derik,Brazil 1.,2026,Athletico Paranaense,"LB, LWB",21,0,2029-12-31,11,631,0,0.1,0,0.73,Brazil,Brazil,unknown,0,no,7.27,5.99,59.52,2.14,33.33,0.57,4.53,0.0,0.01,0.0,2,0.29,0.0,0.0,2.57,33.33,2.14,60.0,4.71,39.39,0.71,2.42,0.57,34.23,85.83,11.84,78.31,2.42,58.82,0.1,0.14,0.43,2.85,65.0,2.0,35.71,0.14,4.99,80.0,,,0.0,0.0,,,,-352760
Gabriel Menino,Brazil 1.,2026,Santos,"RW, RB, RCMF",25,9000000,2028-12-31,11,631,1,0.57,0,0.66,Brazil,Brazil,right,180,yes,9.27,5.71,67.5,2.57,66.67,0.14,7.22,0.14,0.08,0.0,15,2.14,40.0,6.667,2.57,33.33,3.71,57.69,7.56,58.49,1.43,1.71,0.0,41.51,79.73,14.83,75.0,3.28,56.52,0.09,0.14,0.43,7.27,80.39,3.99,46.43,1.14,7.99,76.79,,,0.0,0.0,,,,-50785
F. Bernal,Brazil 1.,2026,Fluminense,"RDMF, LDMF, LCMF",22,0,2031-06-30,10,630,0,0.57,0,0.0,Uruguay,"Uruguay, Italy",right,187,no,7.86,7.86,61.82,2.29,43.75,0.14,4.38,0.0,0.08,0.0,9,1.29,22.22,0.0,0.0,0.0,0.29,50.0,3.0,52.38,0.57,0.14,0.0,50.71,90.14,12.14,74.12,4.71,63.64,0.0,0.0,0.0,5.57,69.23,0.0,0.0,0.0,6.71,74.47,,,0.0,0.0,,,,-262709
Vitor Hugo,Brazil 1.,2026,Atlético Mineiro,LCB,35,1500000,2028-12-31,8,621,1,0.48,0,0.0,Brazil,Brazil,left,187,no,7.1,3.77,65.38,3.04,76.19,0.87,5.44,0.14,0.07,0.14,2,0.29,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.14,0.0,37.25,93.0,13.62,86.17,1.74,50.0,0.0,0.0,0.0,2.75,73.68,0.14,0.0,0.0,4.93,82.35,,,0.0,0.0,,,,112507
Caio Alexandre,Brazil 1.,2026,Bahia,"DMF, RCMF",27,6500000,2028-12-31,12,619,0,0.09,0,0.78,Brazil,Brazil,right,175,no,8.87,7.27,62.0,1.02,14.29,0.29,6.15,0.0,0.01,0.0,4,0.58,0.0,0.0,1.45,50.0,0.73,60.0,5.09,45.71,0.44,2.62,0.0,59.47,89.49,17.45,75.83,4.07,64.29,0.11,0.29,0.29,8.87,78.69,3.49,58.33,1.02,7.12,77.55,,,0.0,0.0,,,,-160123
Nonato,Brazil 1.,2026,Fluminense,"RDMF, LDMF",28,1500000,2028-12-31,9,618,1,0.9,1,1.53,Brazil,"Brazil, Italy",right,175,no,7.43,6.7,47.83,1.6,45.45,0.44,5.92,0.15,0.13,0.0,3,0.44,66.67,33.333,0.58,25.0,0.58,100.0,1.89,84.62,1.6,1.75,0.29,52.72,89.5,14.85,80.39,3.2,50.0,0.22,0.0,0.58,6.26,81.4,2.04,71.43,1.31,6.12,66.67,,,0.0,0.0,,,,440539
S. Rodríguez,Brazil 1.,2026,Botafogo,"RAMF, RWF, LW",26,4500000,2028-12-31,13,617,0,0.16,0,0.69,Uruguay,Uruguay,right,175,no,5.11,5.4,51.35,1.9,53.85,0.15,3.19,0.0,0.02,0.0,1,0.15,0.0,0.0,2.48,17.65,2.19,66.67,10.5,47.22,1.46,1.46,0.44,31.22,79.91,10.06,62.32,1.6,45.45,0.1,0.29,0.15,3.79,65.38,3.79,46.15,1.02,5.4,75.68,,,0.0,0.0,,,,474723
J. Lingard,Brazil 1.,2026,Corinthians,"LAMF, CF, LW",33,5000000,2026-12-31,12,612,0,1.04,0,0.37,England,England,right,175,no,4.41,4.26,48.28,1.32,22.22,0.59,3.28,0.0,0.15,0.0,7,1.03,42.86,0.0,1.76,33.33,1.47,40.0,3.68,28.0,1.18,0.88,0.15,30.29,81.55,9.12,75.81,0.88,16.67,0.05,0.0,0.29,3.38,78.26,2.5,64.71,1.18,5.44,72.97,,,0.0,0.0,,,,220119
Pedro Morisco,Brazil 1.,2026,Coritiba,GK,22,0,2027-12-31,6,612,0,0.0,0,0.0,Brazil,Brazil,right,190,no,0.74,0.0,0.0,0.15,0.0,0.0,0.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,100.0,0.0,0.0,0.0,21.62,82.99,11.62,70.89,10.15,66.67,0.0,0.0,0.0,2.94,55.0,0.29,50.0,0.0,6.62,84.44,1.18,5.15,77.14,1.6,2.89,0.425,1.62,-316098
Á. Preciado,Brazil 1.,2026,Atlético Mineiro,"RB, RWB",28,0,2029-12-31,9,607,0,0.53,1,0.12,Ecuador,Ecuador,right,173,no,9.34,7.71,57.69,2.97,50.0,0.74,6.19,0.0,0.08,0.0,3,0.44,0.0,0.0,2.37,18.75,1.93,84.62,4.45,73.33,1.48,1.33,0.15,29.65,70.5,12.9,62.07,3.71,32.0,0.02,0.0,0.3,3.86,42.31,2.22,20.0,0.15,5.04,55.88,,,0.0,0.0,,,,450046
Wallisson,Brazil 1.,2026,Mirassol,"RDMF, RCMF, DMF",28,500000,2028-12-31,13,604,0,0.04,0,0.49,Brazil,Brazil,right,184,no,11.47,7.45,48.0,2.24,66.67,0.3,7.78,0.0,0.01,0.0,3,0.45,0.0,0.0,0.6,25.0,1.34,33.33,5.51,45.95,0.45,0.6,0.15,22.65,77.63,7.6,54.9,1.64,72.73,0.07,0.45,0.3,2.09,42.86,0.45,33.33,0.15,3.73,40.0,,,0.0,0.0,,,,472619
Bruno Fuchs,Brazil 1.,2026,Palmeiras,"LCB, RCB",27,2000000,2029-12-31,7,598,0,0.0,0,0.13,Brazil,Brazil,right,190,no,7.22,4.06,66.67,1.35,55.56,0.75,5.65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.45,66.67,0.0,0.0,0.15,100.0,0.0,1.35,0.0,39.73,87.88,14.3,72.63,6.47,58.14,0.02,0.0,0.15,4.97,75.76,1.51,80.0,0.6,7.68,60.78,,,0.0,0.0,,,,485426
Bastos,Brazil 1.,2026,Botafogo,"RCB, LCB",35,800000,2026-12-31,6,592,0,0.0,0,0.0,Angola,Angola,right,184,no,6.54,5.47,61.11,1.67,27.27,0.76,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,16.67,0.3,0.0,0.0,46.52,93.79,15.51,86.27,4.26,67.86,0.0,0.0,0.0,3.5,91.3,0.46,100.0,0.3,8.06,73.58,,,0.0,0.0,,,,246122
João Paulo,Brazil 1.,2026,Chapecoense,LCB,29,100000,2026-12-31,6,589,1,0.38,1,0.0,Brazil,Brazil,left,187,no,7.18,3.82,48.0,4.13,77.78,0.92,6.8,0.15,0.06,0.15,3,0.46,33.33,33.333,0.15,0.0,0.15,0.0,0.92,50.0,0.76,0.76,0.0,43.7,84.97,22.77,78.52,5.65,59.46,0.0,0.0,0.0,3.82,80.0,0.31,50.0,0.0,11.31,64.86,,,0.0,0.0,,,,-49574
Huguinho,Brazil 1.,2026,Botafogo,"RDMF, RCMF, DMF",19,0,2030-03-31,6,576,1,0.28,0,0.08,Brazil,Brazil,unknown,0,no,7.81,7.03,42.22,0.78,20.0,0.47,6.09,0.16,0.04,0.0,10,1.56,30.0,10.0,0.16,100.0,0.94,66.67,4.84,51.61,0.16,0.78,0.16,26.25,83.33,7.03,64.44,1.88,50.0,0.01,0.0,0.31,2.97,73.68,0.94,66.67,0.47,4.06,46.15,,,0.0,0.0,,,,-456868
Lucas Evangelista,Brazil 1.,2026,Palmeiras,"LDMF, AMF, RCMF",31,4000000,2027-12-31,19,568,0,0.4,1,0.64,Brazil,Brazil,right,181,no,6.02,4.44,67.86,3.01,42.11,0.32,4.03,0.0,0.06,0.0,7,1.11,0.0,0.0,0.79,60.0,0.63,75.0,4.44,39.29,2.22,1.27,0.16,40.25,92.13,11.88,82.67,1.58,80.0,0.1,0.32,0.48,7.45,85.11,1.27,75.0,0.79,5.23,90.91,,,0.0,0.0,,,,298183
Kayky Almeida,Brazil 1.,2026,Remo,"LCB, LB",21,0,2029-12-31,7,565,0,0.23,0,0.35,Brazil,Brazil,left,0,yes,7.96,5.26,60.61,2.55,87.5,0.64,5.83,0.0,0.04,0.0,6,0.96,33.33,0.0,1.59,10.0,0.48,66.67,0.96,83.33,0.48,0.48,0.0,31.7,73.87,13.22,60.24,6.21,51.28,0.06,0.0,0.16,5.89,67.57,1.59,20.0,0.16,7.81,63.27,,,0.0,0.0,,,,-399225
André Luis,Brazil 1.,2026,Mirassol,"CF, AMF",32,1500000,2026-12-31,13,564,1,0.81,0,0.25,Brazil,Brazil,right,184,no,2.55,1.6,50.0,4.79,40.0,0.0,2.36,0.16,0.13,0.0,4,0.64,25.0,25.0,0.16,0.0,0.8,20.0,5.11,31.25,1.91,0.32,0.16,14.2,73.03,2.23,50.0,0.0,0.0,0.04,0.0,0.32,0.32,50.0,0.32,50.0,0.64,0.96,16.67,,,0.0,0.0,,,,264928
Lucas Oliveira,Brazil 1.,2026,Mirassol,"CB, LCB",30,2000000,2026-12-31,8,551,1,0.41,0,0.01,Brazil,Brazil,right,187,no,7.51,3.43,42.86,1.31,75.0,1.31,6.79,0.16,0.07,0.0,3,0.49,33.33,33.333,0.0,0.0,0.82,60.0,1.31,50.0,0.33,0.49,0.0,28.42,85.63,12.74,73.08,3.59,45.45,0.0,0.16,0.0,5.06,64.52,0.33,50.0,0.16,4.57,78.57,,,0.0,0.0,,,,433844
João Lucas,Brazil 1.,2026,Remo,"RB, RCB",28,1700000,2028-12-31,6,549,0,0.29,0,0.2,Brazil,Brazil,right,181,yes,8.52,7.21,70.45,1.31,62.5,0.16,4.38,0.0,0.05,0.0,3,0.49,33.33,0.0,2.46,40.0,1.31,50.0,4.1,40.0,0.66,0.98,0.33,30.82,71.28,15.25,73.12,4.26,34.62,0.03,0.16,0.16,5.25,53.13,2.46,53.33,0.33,8.85,75.93,,,0.0,0.0,,,,-50135
Wanderson,Brazil 1.,2026,Cruzeiro,"LAMF, LW",31,8000000,2027-12-31,16,549,1,0.73,0,0.0,Brazil,"Brazil, Belgium",right,176,no,4.26,4.92,50.0,0.82,60.0,0.49,3.2,0.16,0.12,0.0,13,2.13,30.77,7.692,1.64,30.0,3.61,27.27,8.85,29.63,2.13,3.44,0.33,23.44,80.42,5.25,78.13,0.66,50.0,0.0,0.0,0.16,1.8,72.73,1.64,40.0,0.49,2.62,75.0,,,0.0,0.0,,,,254434
Willian Oliveira,Brazil 1.,2026,Coritiba,"RDMF, RCMF, LDMF",33,500000,2027-12-31,10,545,0,0.29,0,0.01,Brazil,Brazil,right,179,no,9.08,5.61,52.94,1.65,40.0,0.5,6.56,0.0,0.05,0.0,5,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.49,44.44,0.33,0.17,0.0,29.06,88.07,8.09,77.55,1.65,60.0,0.0,0.0,0.0,3.63,77.27,0.66,75.0,0.5,3.8,69.57,,,0.0,0.0,,,,279127
Bruno Rodrigues,Brazil 1.,2026,Cruzeiro,"CF, AMF",29,3500000,2028-12-31,14,540,0,0.9,2,0.43,Brazil,Brazil,right,177,yes,4.17,4.5,55.56,3.5,33.33,0.17,2.52,0.0,0.15,0.0,5,0.83,20.0,0.0,0.83,40.0,1.67,50.0,8.33,46.0,3.17,2.33,0.17,27.67,74.1,8.5,68.63,1.33,12.5,0.07,0.33,0.5,2.33,57.14,2.5,46.67,1.0,3.83,78.26,,,0.0,0.0,,,,423056
Rafael Tolói,Brazil 1.,2026,São Paulo,"RCB, LCB",35,2500000,2026-12-31,6,537,0,0.44,0,0.03,Brazil,"Brazil, Italy",right,185,no,7.21,4.53,62.96,3.52,71.43,0.5,5.9,0.0,0.07,0.0,4,0.67,25.0,0.0,0.17,0.0,0.17,0.0,0.67,50.0,0.84,0.67,0.0,49.61,90.2,17.77,78.3,6.03,55.56,0.0,0.0,0.0,5.53,87.88,0.17,0.0,0.17,7.88,68.09,,,0.0,0.0,,,,78553
Kauã Moraes,Brazil 1.,2026,Cruzeiro,"RB, LB",19,0,2030-08-31,10,532,2,0.18,1,0.23,Brazil,Brazil,unknown,0,no,10.15,10.83,56.25,2.2,38.46,0.34,7.19,0.34,0.03,0.0,4,0.68,75.0,50.0,2.88,23.53,2.2,46.15,5.92,45.71,0.85,1.02,0.51,32.99,74.87,11.84,58.57,3.55,38.1,0.04,0.0,0.34,3.38,60.0,3.05,50.0,0.85,6.26,64.86,,,0.0,0.0,,,,-423627
Caio Paulista,Brazil 1.,2026,Grêmio,LB,28,3500000,2028-12-31,8,531,0,0.22,0,0.12,Brazil,Brazil,left,184,yes,9.32,7.46,56.82,1.02,33.33,0.0,6.56,0.0,0.04,0.0,3,0.51,0.0,0.0,3.56,23.81,1.86,54.55,5.42,31.25,1.36,2.2,0.34,41.02,82.64,11.86,80.0,2.54,46.67,0.02,0.0,0.51,4.24,76.0,3.22,26.32,0.34,6.78,72.5,,,0.0,0.0,,,,394753
Patrick de Paula,Brazil 1.,2026,Remo,"AMF, RDMF, LCMF",26,2000000,2026-12-31,6,530,0,1.07,2,0.43,Brazil,Brazil,left,178,yes,5.77,5.43,56.25,0.85,40.0,0.17,3.27,0.0,0.18,0.0,18,3.06,16.67,0.0,0.51,33.33,1.19,71.43,7.47,50.0,0.68,1.87,0.0,31.08,83.61,10.7,73.02,3.4,25.0,0.07,0.51,0.51,7.81,67.39,1.53,66.67,0.68,6.11,86.11,,,0.0,0.0,,,,-79041
A. Sant'Anna,Brazil 1.,2026,Red Bull Bragantino,RB,28,3000000,2027-12-31,8,528,0,0.48,1,1.01,Uruguay,Uruguay,right,173,no,8.01,5.45,59.38,3.07,61.11,0.34,6.78,0.0,0.08,0.0,5,0.85,40.0,0.0,3.24,31.58,0.51,66.67,2.05,66.67,1.02,1.02,0.34,29.66,71.84,13.64,67.5,3.07,50.0,0.17,0.0,0.51,2.56,60.0,2.56,46.67,0.17,6.31,70.27,,,0.0,0.0,,,,414522
Allan,Brazil 1.,2026,Botafogo,"DMF, RCMF, LCMF",35,3500000,2026-12-31,10,523,0,0.09,0,0.25,Brazil,"Brazil, Portugal",right,175,no,9.64,7.23,59.52,1.55,22.22,0.69,5.04,0.0,0.02,0.0,2,0.34,0.0,0.0,0.17,100.0,0.52,33.33,2.07,41.67,0.34,0.86,0.0,43.19,85.26,14.11,76.83,6.2,61.11,0.04,0.0,0.17,4.3,88.0,0.52,66.67,0.17,6.71,64.1,,,0.0,0.0,,,,94859
Felipe Anderson,Brazil 1.,2026,Palmeiras,"LAMF, RAMF, RWB",33,8000000,2027-12-31,15,519,2,0.41,1,0.13,Brazil,Brazil,right,175,no,7.11,7.98,47.83,1.56,55.56,0.0,3.63,0.35,0.07,0.0,13,2.25,23.08,15.385,2.25,7.69,2.6,80.0,6.07,51.43,1.04,1.56,0.35,33.47,74.61,10.58,62.3,1.73,70.0,0.02,0.17,0.35,3.82,72.73,3.64,38.1,1.39,5.2,63.33,,,0.0,0.0,,,,157530
Miguelito,Brazil 1.,2026,Santos,"AMF, RW, LWF",22,0,2029-05-31,9,516,1,1.55,2,1.56,Bolivia,Bolivia,left,177,no,5.93,6.1,48.57,1.4,25.0,0.17,4.32,0.17,0.27,0.0,12,2.09,33.33,8.333,2.27,15.38,4.01,69.57,10.81,45.16,3.49,2.79,0.35,35.41,81.77,7.33,76.19,0.87,0.0,0.27,0.0,1.05,2.79,62.5,2.09,50.0,1.57,4.53,65.38,,,0.0,0.0,,,,-158254
M. Depay,Brazil 1.,2026,Corinthians,CF,32,0,,8,515,1,0.6,0,0.48,Netherlands,"Netherlands, Ghana",right,178,no,0.87,1.05,50.0,1.4,25.0,0.0,0.61,0.17,0.1,0.0,6,1.05,33.33,16.667,0.87,20.0,1.75,30.0,9.26,35.85,2.97,0.87,0.35,29.88,81.87,6.82,66.67,1.92,81.82,0.08,0.0,0.35,3.5,70.0,1.22,57.14,1.75,3.15,94.44,,,0.0,0.0,,,,161289
Ignacio Sosa,Brazil 1.,2026,Red Bull Bragantino,"RDMF, AMF, LDMF",22,0,2030-12-31,15,509,0,0.45,0,0.4,Uruguay,Uruguay,right,175,no,8.66,8.13,65.22,1.59,55.56,0.0,4.36,0.0,0.08,0.0,5,0.88,20.0,0.0,0.88,40.0,2.12,58.33,9.02,47.06,1.06,2.48,0.53,33.77,79.58,10.61,71.67,2.83,18.75,0.07,0.18,0.35,6.19,65.71,1.59,44.44,0.35,4.77,74.07,,,0.0,0.0,,,,-253095
M. Braithwaite,Brazil 1.,2026,Grêmio,"AMF, CF",35,3200000,2027-12-31,14,507,0,0.32,0,0.12,Denmark,"Denmark, Guyana",right,177,no,2.49,1.95,45.45,3.37,47.37,0.0,2.55,0.0,0.06,0.0,3,0.53,33.33,0.0,0.36,50.0,1.78,50.0,4.62,53.85,2.49,0.36,0.0,13.85,74.36,3.73,76.19,0.18,100.0,0.02,0.0,0.18,1.42,75.0,0.18,100.0,0.0,1.42,75.0,,,0.0,0.0,,,,99757
E. Martínez,Brazil 1.,2026,Palmeiras,"RCMF, RCB, LCB",26,0,2029-12-31,10,504,0,0.05,0,0.12,Uruguay,"Uruguay, Italy",right,184,no,7.86,6.79,50.0,3.21,88.89,0.18,6.15,0.0,0.01,0.0,3,0.54,66.67,0.0,0.54,0.0,0.89,80.0,3.57,50.0,0.54,1.43,0.0,51.07,89.86,18.39,86.41,5.36,66.67,0.02,0.0,0.0,8.04,84.44,1.25,71.43,1.07,8.04,82.22,,,0.0,0.0,,,,-49578
Gabriel Xavier,Brazil 1.,2026,Bahia,"RCB, CB",25,2500000,2029-12-31,6,500,0,0.09,0,0.0,Brazil,Brazil,right,190,yes,8.28,3.6,75.0,4.32,75.0,0.72,8.24,0.0,0.02,0.0,1,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.36,0.0,0.54,0.54,0.0,49.14,88.64,17.46,74.23,5.76,56.25,0.0,0.0,0.0,4.14,65.22,0.0,0.0,0.0,6.12,64.71,,,0.0,0.0,,,,-69942
Maurício Garcez,Brazil 1.,2026,Chapecoense,"CF, AMF",29,1000000,2028-12-31,8,500,0,1.18,0,0.5,Brazil,Brazil,right,183,no,3.42,3.6,45.0,5.4,23.33,0.18,2.1,0.0,0.21,0.0,7,1.26,14.29,0.0,0.72,25.0,2.52,57.14,9.0,36.0,2.52,1.98,0.0,11.88,74.24,2.34,76.92,0.18,100.0,0.09,0.0,0.36,0.9,60.0,0.72,0.0,0.54,0.9,60.0,,,0.0,0.0,,,,-168642
Ganso,Brazil 1.,2026,Fluminense,"AMF, CF",36,600000,2026-12-31,13,496,0,0.42,0,0.83,Brazil,Brazil,left,184,no,2.36,3.63,45.0,1.09,50.0,0.0,1.05,0.0,0.08,0.0,3,0.54,66.67,0.0,0.73,50.0,0.36,50.0,3.45,36.84,0.73,0.73,0.0,55.71,89.9,17.6,84.54,2.0,54.55,0.15,0.18,0.36,9.25,90.2,2.18,58.33,0.73,7.98,93.18,,,0.0,0.0,,,,65373
