Player,League,Season,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport countries,Foot,Height,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,PAdj Interceptions,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals per 90,Shots against per 90,"Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90,Wyscout ID
Bruno Pacheco,Brazil 1.,2026,Chapecoense,"LB, LWB",34,450000,2026-12-31,13,1061,0,0.13,3,1.08,Brazil,Brazil,left,174,no,5.6,4.41,51.92,2.8,69.7,0.42,3.96,0.0,0.01,0.0,2,0.17,0.0,0.0,1.7,30.0,1.7,35.0,5.0,32.2,1.02,2.38,0.0,31.89,81.12,11.88,70.71,3.48,48.78,0.09,0.0,0.25,3.99,65.96,1.53,22.22,0.17,5.26,67.74,,,0.0,0.0,,,,227670
Alerrandro,Brazil 1.,2026,Internacional,CF,26,3000000,2027-12-31,20,1056,3,4.95,3,0.77,Brazil,Brazil,right,176,yes,2.81,3.07,41.67,5.97,22.86,0.09,2.02,0.26,0.42,0.0,23,1.96,43.48,13.043,0.26,33.33,0.26,33.33,6.99,34.15,3.32,0.0,0.09,16.11,69.84,4.43,57.69,0.17,50.0,0.07,0.0,0.43,1.88,50.0,1.02,41.67,0.51,1.28,80.0,,,0.0,0.0,,,,474974
Matheus Bahia,Brazil 1.,2026,Internacional,"LB, LWB",26,1200000,2027-12-31,14,1053,0,0.6,0,0.68,Brazil,Brazil,left,181,no,8.12,7.44,60.92,1.11,23.08,0.26,4.29,0.0,0.05,0.0,6,0.51,33.33,0.0,2.91,29.41,1.03,58.33,3.16,54.05,1.03,1.54,0.34,25.38,70.71,9.49,61.26,2.99,48.57,0.06,0.09,0.34,3.42,52.5,3.33,41.03,0.26,6.15,73.61,,,0.0,0.0,,,,-49521
Tchê Tchê,Brazil 1.,2026,Vasco da Gama,"RCMF, RAMF",33,1800000,2026-12-31,15,1051,1,1.25,0,0.65,Brazil,Brazil,right,175,no,4.11,3.25,57.89,1.03,25.0,0.26,2.88,0.09,0.11,0.0,13,1.11,15.38,7.692,0.6,42.86,0.94,63.64,4.71,38.18,1.37,1.28,0.51,33.74,89.59,9.68,80.53,1.54,55.56,0.06,0.09,0.26,4.54,79.25,1.2,64.29,0.77,4.11,83.33,,,0.0,0.0,,,,183186
C. Cuesta,Brazil 1.,2026,Vasco da Gama,RCB,27,6000000,2028-06-30,11,1048,0,0.57,1,0.74,Colombia,Colombia,right,179,yes,6.27,4.64,57.41,2.49,72.41,0.26,5.31,0.0,0.05,0.0,3,0.26,33.33,0.0,0.77,44.44,0.34,100.0,1.2,64.29,0.34,1.29,0.0,48.86,91.92,20.7,86.31,2.4,57.14,0.06,0.0,0.17,7.13,91.57,1.03,58.33,0.34,7.73,76.67,,,0.0,0.0,,,,398772
Evertton,Brazil 1.,2026,Flamengo,"RDMF, RCMF, LDMF",23,0,2028-12-31,17,1046,0,0.8,1,0.8,Brazil,Brazil,right,0,no,5.76,4.99,43.1,1.63,57.89,0.6,4.98,0.0,0.07,0.0,14,1.2,0.0,0.0,0.26,66.67,0.17,50.0,2.5,24.14,0.69,0.95,0.0,61.86,92.63,16.43,82.72,2.75,65.63,0.07,0.0,0.09,9.89,92.17,0.77,66.67,0.43,6.11,80.28,,,0.0,0.0,,,,-285246
Giorgian de Arrascaeta,Brazil 1.,2026,Flamengo,"AMF, CF",32,0,2028-12-31,14,1044,3,4.62,1,2.6,Uruguay,"Uruguay, Italy",right,172,no,3.19,2.93,52.94,1.64,47.37,0.17,2.47,0.17,0.4,0.09,30,2.59,33.33,10.0,2.59,40.0,2.16,48.0,7.33,40.0,3.88,1.21,0.09,40.34,82.69,10.6,69.92,2.59,73.33,0.22,0.34,1.03,4.05,76.6,4.22,65.31,2.07,5.34,87.1,,,0.0,0.0,,,,247639
R. Sosa,Brazil 1.,2026,Palmeiras,"CF, AMF, LW",26,0,2030-06-30,18,1042,4,2.05,2,1.34,Paraguay,"Paraguay, Argentina",right,178,no,3.02,2.33,44.44,3.54,36.59,0.17,2.69,0.35,0.18,0.0,18,1.55,38.89,22.222,2.94,14.71,2.85,54.55,7.95,51.09,3.28,2.16,0.35,21.85,69.96,5.01,70.69,1.04,41.67,0.12,0.0,0.35,1.38,81.25,2.42,46.43,0.78,2.94,67.65,,,0.0,0.0,,,,-167499
Bernard,Brazil 1.,2026,Atlético Mineiro,"AMF, RW",33,2500000,2027-12-31,18,1038,2,1.9,3,1.53,Brazil,"Brazil, Spain",right,164,no,5.03,4.94,47.37,0.87,10.0,0.17,3.38,0.17,0.16,0.09,11,0.95,27.27,18.182,1.65,36.84,2.25,76.92,6.5,49.33,1.3,1.99,0.17,30.35,83.71,6.85,73.42,1.99,78.26,0.13,0.0,0.61,3.38,74.36,2.25,61.54,0.87,3.9,75.56,,,0.0,0.0,,,,183382
Zé Vitor,Brazil 1.,2026,Vitória,"LCMF, LDMF, RCMF",26,0,2027-04-10,14,1033,1,0.41,0,0.34,Brazil,Brazil,right,194,yes,8.36,7.75,53.93,9.58,63.64,0.35,5.76,0.09,0.04,0.0,10,0.87,20.0,10.0,0.87,20.0,0.7,75.0,7.49,45.35,0.78,0.96,0.09,39.03,83.93,10.28,68.64,3.14,66.67,0.03,0.0,0.35,6.01,81.16,1.05,33.33,0.26,5.31,67.21,,,0.0,0.0,,,,-163850
Ademir,Brazil 1.,2026,Bahia,"RWF, RW",31,3000000,2026-12-31,22,1029,1,1.94,0,0.94,Brazil,Brazil,left,172,no,4.46,5.07,53.45,2.45,17.86,0.09,2.38,0.09,0.17,0.0,24,2.1,33.33,4.167,4.02,26.09,6.03,66.67,11.37,55.38,3.41,3.94,0.52,22.92,73.66,4.11,76.6,0.87,60.0,0.08,0.0,0.35,1.66,84.21,3.5,45.0,0.87,3.24,81.08,,,0.0,0.0,,,,491352
L. Picco,Brazil 1.,2026,Remo,"LDMF, DMF, RDMF",27,800000,2028-12-31,19,1029,2,1.58,0,0.03,Argentina,Argentina,right,188,no,11.02,8.83,64.36,1.84,66.67,0.35,5.08,0.17,0.14,0.0,10,0.87,30.0,20.0,0.09,0.0,0.26,100.0,2.36,40.74,0.87,0.35,0.0,27.73,83.91,8.66,67.68,1.92,45.45,0.0,0.0,0.0,3.76,67.44,0.26,33.33,0.09,3.59,70.73,,,0.0,0.0,,,,-117570
Shaylon,Brazil 1.,2026,Mirassol,AMF,29,0,2026-12-31,17,1028,1,0.47,1,0.6,Brazil,Brazil,left,178,no,4.9,4.82,52.73,1.05,33.33,0.18,2.94,0.09,0.04,0.0,11,0.96,45.45,9.091,1.23,28.57,0.7,37.5,2.8,28.13,1.14,0.7,0.0,36.77,86.9,10.33,78.81,2.54,65.52,0.05,0.09,0.44,4.9,76.79,1.75,50.0,0.61,4.11,87.23,,,0.0,0.0,,,,433191
C. Oliva,Brazil 1.,2026,Santos,"RCMF, RDMF, LDMF",30,0,2028-12-31,15,1021,0,0.28,1,0.39,Uruguay,Uruguay,right,178,no,7.67,7.05,60.0,1.94,27.27,0.44,4.16,0.0,0.02,0.0,6,0.53,0.0,0.0,0.71,37.5,1.06,66.67,3.61,43.9,0.62,0.53,0.09,39.23,81.35,15.69,75.84,3.79,37.21,0.03,0.18,0.26,6.52,70.27,1.32,33.33,0.53,7.32,72.29,,,0.0,0.0,,,,-72202
Júnior Alonso,Brazil 1.,2026,Atlético Mineiro,LCB,33,8000000,2026-12-31,10,1013,0,0.4,0,0.0,Paraguay,Paraguay,left,185,no,8.35,4.89,72.73,4.44,60.0,0.44,6.49,0.0,0.04,0.0,3,0.27,33.33,0.0,0.09,0.0,0.0,0.0,0.53,16.67,0.53,0.36,0.0,40.07,89.58,17.77,83.5,2.84,46.88,0.0,0.0,0.0,4.62,69.23,0.27,33.33,0.09,5.6,71.43,,,0.0,0.0,,,,247874
Rafael Carvalheira,Brazil 1.,2026,Chapecoense,"RCMF, RDMF",27,0,2026-11-30,14,1013,2,1.05,0,0.02,Brazil,Brazil,left,176,no,7.02,6.31,46.48,0.62,57.14,0.36,4.23,0.18,0.09,0.0,14,1.24,28.57,14.286,0.09,100.0,0.18,0.0,0.62,42.86,0.36,0.36,0.0,22.83,91.83,5.6,79.37,1.42,68.75,0.0,0.09,0.0,3.29,94.59,0.27,33.33,0.09,3.11,77.14,,,0.0,0.0,,,,-114240
J. Portilla,Brazil 1.,2026,Athletico Paranaense,"RCMF, LCMF",27,2500000,2028-12-31,17,1009,0,0.25,0,0.11,Colombia,Colombia,right,183,no,6.33,5.44,60.66,1.96,45.45,0.27,4.18,0.0,0.02,0.0,6,0.54,16.67,0.0,0.27,100.0,0.8,44.44,2.77,45.16,0.27,0.36,0.18,38.71,86.18,10.53,69.49,2.94,54.55,0.01,0.18,0.09,6.33,77.46,0.8,44.44,0.45,5.44,75.41,,,0.0,0.0,,,,438008
Guga,Brazil 1.,2026,Fluminense,RB,27,3000000,2029-12-31,13,1009,0,0.03,2,0.88,Brazil,"Brazil, Portugal",right,174,no,7.76,5.89,57.58,2.05,30.43,0.18,6.34,0.0,0.0,0.0,3,0.27,0.0,0.0,2.94,33.33,0.98,81.82,2.59,62.07,0.8,1.43,0.18,48.08,86.83,14.72,80.0,3.03,52.94,0.08,0.0,0.62,5.89,80.3,2.77,54.84,0.54,7.31,79.27,,,0.0,0.0,,,,-33833
Nuno Moreira,Brazil 1.,2026,Vasco da Gama,"RW, LAMF, CF",27,1000000,2027-12-31,17,988,1,1.35,1,1.76,Portugal,Portugal,right,175,no,4.55,4.01,45.45,1.0,45.45,0.27,3.81,0.09,0.12,0.0,20,1.82,20.0,5.0,2.55,50.0,1.73,57.89,5.47,46.67,2.0,1.73,0.46,35.8,82.7,10.57,75.0,2.37,46.15,0.16,0.09,0.46,3.1,76.47,4.01,59.09,1.0,5.47,78.33,,,0.0,0.0,,,,460206
Willian Arão,Brazil 1.,2026,Santos,"LDMF, RCMF, DMF",34,2500000,2026-12-31,16,988,0,0.38,0,0.11,Brazil,Brazil,right,181,no,8.2,5.19,66.67,2.91,40.63,0.27,5.88,0.0,0.03,0.0,2,0.18,0.0,0.0,0.27,33.33,0.18,50.0,1.73,47.37,0.27,0.46,0.0,40.45,86.26,16.12,74.58,4.28,53.19,0.01,0.0,0.0,6.74,77.03,0.82,44.44,0.09,6.92,72.37,,,0.0,0.0,,,,230411
Paulo Henrique,Brazil 1.,2026,Vasco da Gama,RB,30,1000000,2027-12-31,13,986,0,0.25,2,1.27,Brazil,Brazil,right,175,no,7.21,5.29,62.07,1.37,66.67,0.37,5.08,0.0,0.02,0.0,4,0.37,25.0,0.0,3.29,38.89,3.19,62.86,6.21,54.41,0.91,2.19,0.46,32.86,79.17,9.58,67.62,2.74,53.33,0.12,0.0,0.64,2.92,68.75,3.65,50.0,0.64,6.39,68.57,,,0.0,0.0,,,,436625
M. Cassierra,Brazil 1.,2026,Atlético Mineiro,CF,29,0,2029-12-31,17,985,2,2.88,1,0.53,Colombia,Colombia,right,186,no,1.1,1.37,46.67,5.85,28.13,0.09,0.6,0.18,0.26,0.09,20,1.83,40.0,10.0,0.0,0.0,0.73,50.0,4.39,43.75,2.56,0.64,0.18,14.62,89.38,3.75,85.37,0.09,100.0,0.05,0.0,0.18,0.91,90.0,0.91,90.0,0.82,1.46,75.0,,,0.0,0.0,,,,395433
Guilherme Arana,Brazil 1.,2026,Fluminense,LB,29,0,2029-12-31,14,979,1,1.01,0,0.53,Brazil,Brazil,left,176,no,5.61,4.69,62.75,1.47,37.5,0.18,4.22,0.09,0.09,0.0,13,1.2,38.46,7.692,1.38,40.0,1.01,54.55,2.76,50.0,1.29,1.1,0.18,54.06,90.65,17.19,84.49,2.11,60.87,0.05,0.0,0.0,6.71,91.78,1.47,62.5,0.37,8.18,79.78,,,0.0,0.0,,,,355909
Allan,Brazil 1.,2026,Corinthians,"LDMF, LCMF, RDMF",29,6000000,2027-12-31,17,978,0,0.92,0,0.45,Brazil,Brazil,left,172,yes,5.52,4.79,46.15,1.29,50.0,0.0,4.76,0.0,0.08,0.0,6,0.55,33.33,0.0,1.01,36.36,0.46,80.0,2.21,54.17,0.46,0.83,0.18,55.4,88.54,18.04,77.55,4.69,62.75,0.04,0.09,0.18,9.57,78.85,1.38,53.33,0.28,8.1,73.86,,,0.0,0.0,,,,411698
Vini Paulista,Brazil 1.,2026,Coritiba,"LCMF, LDMF, RCMF",25,500000,2027-12-31,21,976,0,0.81,0,0.31,Brazil,Brazil,right,179,no,9.22,7.56,64.63,1.11,58.33,0.18,4.79,0.0,0.07,0.0,10,0.92,10.0,0.0,0.46,0.0,0.74,62.5,4.24,39.13,0.92,1.66,0.28,23.42,86.22,7.01,77.63,0.55,16.67,0.03,0.0,0.09,2.03,81.82,0.92,40.0,0.37,2.03,68.18,,,0.0,0.0,,,,-128923
J. Enamorado,Brazil 1.,2026,Grêmio,"RWF, RAMF, RW",27,0,2028-12-31,18,975,0,1.56,2,0.56,Colombia,Colombia,right,170,no,5.35,6.55,53.52,0.46,0.0,0.18,2.64,0.0,0.14,0.0,13,1.2,23.08,0.0,4.98,16.67,5.35,44.83,11.45,45.16,1.85,3.88,0.55,22.62,63.67,4.98,53.7,1.2,53.85,0.05,0.0,0.46,1.38,60.0,4.52,26.53,0.37,3.42,59.46,,,0.0,0.0,,,,464434
David,Brazil 1.,2026,Vasco da Gama,CF,30,2000000,2027-12-31,18,968,2,1.99,1,0.25,Brazil,Brazil,right,180,no,2.6,2.7,51.72,5.3,38.6,0.0,1.66,0.19,0.19,0.0,15,1.39,46.67,13.333,0.56,16.67,0.65,28.57,6.14,33.33,2.7,1.02,0.0,19.9,77.1,3.16,55.88,0.28,33.33,0.02,0.0,0.28,1.49,56.25,0.65,28.57,0.56,1.21,61.54,,,0.0,0.0,,,,396310
J. Herrera,Brazil 1.,2026,Red Bull Bragantino,"RAMF, RW, CF",23,0,2029-12-31,16,961,1,1.41,1,1.74,Argentina,Argentina,left,172,no,6.65,6.18,56.06,2.43,34.62,0.19,4.71,0.09,0.13,0.0,20,1.87,30.0,5.0,2.06,27.27,2.72,58.62,7.12,43.42,2.43,1.97,0.47,24.35,66.92,7.21,55.84,2.25,50.0,0.16,0.09,0.66,2.15,69.57,1.78,31.58,1.03,3.56,52.63,,,0.0,0.0,,,,-344638
A. Carrillo,Brazil 1.,2026,Corinthians,"RDMF, RW, LDMF",35,1500000,2026-12-31,18,961,0,0.29,1,0.15,Peru,"Peru, Portugal",right,180,no,5.43,6.74,48.61,0.94,60.0,0.28,2.9,0.0,0.03,0.0,4,0.37,0.0,0.0,1.03,18.18,1.22,69.23,4.31,52.17,0.37,1.03,0.0,44.39,90.08,13.58,84.83,3.65,76.92,0.01,0.0,0.09,6.09,87.69,1.22,23.08,0.28,5.62,78.33,,,0.0,0.0,,,,110254
Neto,Brazil 1.,2026,Botafogo,GK,36,2500000,,10,955,0,0.0,0,0.0,Brazil,"Brazil, Italy",right,190,no,1.23,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0,0.0,0.0,0.0,19.23,83.82,9.42,71.0,5.47,55.17,0.0,0.0,0.0,1.41,40.0,0.09,0.0,0.0,4.52,58.33,1.32,4.34,69.57,1.18,-1.43,-0.135,1.04,89711
Lucas Paquetà,Brazil 1.,2026,Flamengo,"RAMF, LCMF, RW",28,0,2030-12-31,13,952,3,2.59,0,0.6,Brazil,"Brazil, Portugal",left,180,no,7.0,6.71,59.15,2.74,44.83,0.19,3.86,0.28,0.24,0.0,27,2.55,33.33,11.111,0.66,28.57,1.61,58.82,11.16,42.37,1.8,0.85,0.09,47.84,84.58,14.94,74.68,3.5,62.16,0.06,0.28,0.47,8.22,82.76,3.03,59.38,1.8,7.56,81.25,,,0.0,0.0,,,,438313
Rodrigo Nestor,Brazil 1.,2026,Bahia,"LCMF, RCMF, LW",26,9000000,2030-12-31,15,949,1,1.41,3,2.48,Brazil,Brazil,right,175,no,7.3,6.54,55.07,1.14,33.33,0.47,6.0,0.0,0.13,0.0,25,2.37,20.0,4.0,2.18,34.78,2.47,46.15,6.07,42.19,2.37,2.09,0.0,38.5,83.25,10.05,74.53,1.71,61.11,0.23,0.09,0.28,4.65,85.71,2.28,37.5,0.66,5.22,69.09,,,0.0,0.0,,,,475120
Paulinho,Brazil 1.,2026,Internacional,"RCMF, RDMF",29,1000000,2027-12-31,16,936,0,0.89,0,0.31,Brazil,Brazil,right,175,no,8.56,8.17,51.76,2.31,50.0,0.58,5.16,0.0,0.09,0.0,12,1.15,41.67,0.0,1.06,36.36,1.83,57.89,6.54,55.88,1.35,2.12,0.19,41.54,86.57,13.08,79.41,2.5,65.38,0.03,0.19,0.19,6.06,87.3,1.83,31.58,0.48,5.96,72.58,,,0.0,0.0,,,,505631
J. Rojas,Brazil 1.,2026,Vasco da Gama,"CF, AMF, LCMF",23,0,2028-06-30,17,934,0,1.36,1,1.24,Colombia,Colombia,right,180,yes,3.37,4.05,38.1,1.64,11.76,0.1,2.18,0.0,0.13,0.0,31,2.99,25.81,0.0,2.6,44.44,3.95,58.54,7.61,37.97,2.22,3.18,0.29,49.05,83.89,11.66,80.17,2.99,54.84,0.12,0.0,0.58,7.42,76.62,4.14,60.47,1.64,7.81,85.19,,,0.0,0.0,,,,-319896
Vitor Bueno,Brazil 1.,2026,Remo,"CF, AMF, RAMF",31,0,2027-12-31,15,929,2,2.25,3,1.55,Brazil,"Brazil, Italy",right,185,no,2.42,2.71,50.0,3.29,14.71,0.0,1.3,0.19,0.22,0.0,15,1.45,53.33,13.333,1.36,35.71,0.68,57.14,5.81,45.0,1.65,1.55,0.19,30.61,80.38,8.23,65.88,1.36,57.14,0.15,0.48,0.78,3.97,65.85,2.52,38.46,0.87,3.97,75.61,,,0.0,0.0,,,,328277
Otávio Costa,Brazil 1.,2026,Cruzeiro,GK,20,0,2028-12-31,9,927,0,0.0,0,0.0,Brazil,Brazil,unknown,192,no,0.68,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,15.53,75.63,8.93,61.96,6.31,49.23,0.0,0.0,0.0,1.55,25.0,0.0,0.0,0.0,4.37,48.89,0.97,3.2,69.7,0.96,-0.08,-0.008,1.36,-344652
Khellven,Brazil 1.,2026,Palmeiras,"RB, LB",25,6000000,2030-06-30,15,926,0,0.07,0,0.94,Brazil,Brazil,right,176,no,9.33,8.84,51.65,0.97,50.0,0.49,6.26,0.0,0.01,0.0,4,0.39,0.0,0.0,2.04,28.57,1.36,21.43,3.3,29.41,1.17,1.26,0.19,38.29,77.66,13.32,63.5,4.08,45.24,0.09,0.1,0.29,3.89,65.0,2.53,30.77,0.58,7.19,52.7,,,0.0,0.0,,,,-112527
Lucas Piton,Brazil 1.,2026,Vasco da Gama,LB,25,7000000,2028-12-31,14,924,0,0.42,0,0.9,Brazil,"Brazil, Italy",left,175,no,6.72,5.45,55.36,1.75,50.0,0.29,5.09,0.0,0.04,0.0,6,0.58,33.33,0.0,5.06,42.31,1.46,53.33,2.63,37.04,1.17,2.24,0.29,41.79,82.28,11.49,77.12,3.51,55.56,0.09,0.0,0.68,3.99,82.93,4.29,56.82,0.39,7.4,73.68,,,0.0,0.0,,,,-66165
Ignácio,Brazil 1.,2026,Fluminense,RCB,29,1500000,2028-06-30,11,920,2,1.09,0,0.16,Brazil,Brazil,right,190,no,7.53,4.11,78.57,4.01,63.41,0.49,7.37,0.2,0.11,0.2,7,0.68,28.57,28.571,0.1,0.0,0.2,50.0,2.05,33.33,1.08,0.29,0.0,44.51,91.43,15.07,79.87,2.93,56.67,0.02,0.0,0.1,4.21,86.05,0.29,0.0,0.1,5.09,59.62,,,0.0,0.0,,,,-71543
Arthur Gabriel,Brazil 1.,2026,Palmeiras,LB,20,0,2029-12-31,14,918,0,0.48,0,0.45,Brazil,Brazil,unknown,0,no,8.73,7.94,56.79,1.47,33.33,0.29,5.55,0.0,0.05,0.0,8,0.78,12.5,0.0,2.75,32.14,1.47,66.67,2.84,58.62,0.88,0.69,0.1,34.61,79.32,14.31,71.92,3.63,45.95,0.04,0.0,0.2,3.73,68.42,2.65,40.74,0.2,7.25,71.62,,,0.0,0.0,,,,-419846
Anthoni,Brazil 1.,2026,Internacional,GK,24,800000,2029-12-31,9,912,0,0.0,0,0.0,Brazil,Brazil,right,193,no,1.28,0.2,0.0,0.1,100.0,0.0,1.49,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,14.51,85.03,7.7,73.08,5.43,60.0,0.0,0.0,0.0,2.07,57.14,0.2,0.0,0.0,4.14,78.57,1.48,3.95,62.5,1.17,-3.19,-0.315,1.28,-160237
Arthur,Brazil 1.,2026,Grêmio,"LCMF, LDMF",29,15000000,2027-06-30,10,908,0,0.05,0,0.02,Brazil,Brazil,right,171,no,4.26,3.47,54.29,1.59,62.5,0.1,3.67,0.0,0.01,0.0,3,0.3,0.0,0.0,0.4,25.0,0.3,33.33,5.95,58.33,0.3,1.49,0.1,54.02,91.38,14.07,80.28,3.37,55.88,0.0,0.1,0.1,8.43,84.71,1.09,63.64,0.59,6.15,66.13,,,0.0,0.0,,,,288085
Negueba,Brazil 1.,2026,Mirassol,"RAMF, LAMF",26,450000,2027-12-31,9,907,2,0.52,0,2.49,Brazil,Brazil,right,171,no,5.06,3.27,54.55,0.89,11.11,0.1,5.11,0.2,0.05,0.0,15,1.49,40.0,13.333,3.57,41.67,3.08,51.61,9.92,47.0,2.28,2.18,0.4,33.84,82.7,7.74,80.77,1.39,71.43,0.25,0.2,0.69,2.68,92.59,3.47,62.86,0.89,5.16,78.85,,,0.0,0.0,,,,471919
Gilberto,Brazil 1.,2026,Athletico Paranaense,"RB, RWB",33,3000000,2027-12-31,11,901,0,0.32,1,0.33,Brazil,Brazil,right,181,no,7.39,5.59,64.29,1.2,41.67,0.2,4.78,0.0,0.03,0.0,4,0.4,25.0,0.0,2.7,33.33,0.8,87.5,3.5,40.0,0.9,2.2,0.4,45.05,85.59,16.18,81.48,2.1,57.14,0.03,0.0,0.2,5.79,79.31,2.9,48.28,0.3,8.09,80.25,,,0.0,0.0,,,,187555
J. Piquerez,Brazil 1.,2026,Palmeiras,"LB, LWB",27,0,2030-12-31,10,900,0,0.48,3,1.58,Uruguay,"Uruguay, Italy",left,183,no,7.2,5.7,64.91,1.9,36.84,0.3,4.84,0.0,0.05,0.0,7,0.7,28.57,0.0,2.1,33.33,1.2,50.0,2.5,56.0,1.2,1.3,0.0,38.7,84.24,13.4,77.61,3.7,56.76,0.16,0.0,0.7,3.8,68.42,2.7,48.15,0.9,7.8,76.92,,,0.0,0.0,,,,397880
Tetê,Brazil 1.,2026,Grêmio,"RW, RAMF, RWF",26,10000000,2029-12-31,16,899,2,1.83,0,0.19,Brazil,Brazil,left,175,no,3.1,2.6,42.31,2.9,31.03,0.1,3.03,0.2,0.18,0.0,25,2.5,40.0,8.0,2.3,30.43,4.91,44.9,12.11,38.84,2.6,2.2,0.4,34.94,82.52,8.71,75.86,1.6,56.25,0.02,0.1,0.3,3.7,72.97,2.6,46.15,0.8,3.1,87.1,,,0.0,0.0,,,,-36819
Denilson,Brazil 1.,2026,Mirassol,"LDMF, RCMF",25,0,2028-12-31,14,899,1,0.37,1,0.45,Brazil,Brazil,right,180,no,8.51,8.61,51.16,1.0,50.0,0.3,5.53,0.1,0.04,0.0,7,0.7,28.57,14.286,0.2,50.0,0.6,66.67,5.31,47.17,0.2,0.3,0.0,44.85,87.5,12.71,74.8,2.6,38.46,0.05,0.1,0.2,3.9,61.54,1.4,42.86,0.6,3.6,61.11,,,0.0,0.0,,,,-70007
Enio,Brazil 1.,2026,Chapecoense,"RAMF, RWF, RW",25,200000,2028-12-31,13,874,1,0.62,0,1.88,Brazil,Brazil,right,168,yes,2.68,3.4,48.48,0.93,11.11,0.0,1.34,0.1,0.06,0.0,17,1.75,29.41,5.882,2.47,58.33,2.37,52.17,9.16,56.18,1.13,2.47,0.21,31.1,84.11,7.31,74.65,2.47,75.0,0.19,0.0,0.62,3.6,71.43,3.09,66.67,0.62,5.66,76.36,,,0.0,0.0,,,,-111843
Pablo Maia,Brazil 1.,2026,São Paulo,"DMF, LCMF, LDMF",24,14000000,2029-12-31,13,873,0,0.28,0,0.27,Brazil,Brazil,right,178,no,7.22,5.46,54.72,1.86,44.44,0.21,6.32,0.0,0.03,0.0,12,1.24,16.67,0.0,0.31,0.0,0.31,66.67,3.51,47.06,0.62,0.31,0.1,48.45,91.06,10.62,76.7,2.06,50.0,0.03,0.0,0.21,4.23,70.73,1.13,36.36,0.62,4.33,71.43,,,0.0,0.0,,,,-203207
L. Villalba,Brazil 1.,2026,Cruzeiro,"LCB, LB",31,2000000,2026-12-31,11,869,0,0.07,1,0.15,Argentina,Argentina,left,177,no,6.94,4.35,57.14,2.9,35.71,0.31,6.3,0.0,0.01,0.0,3,0.31,33.33,0.0,1.14,9.09,0.31,66.67,1.04,60.0,0.31,2.17,0.1,55.93,86.3,21.13,75.49,9.01,59.77,0.02,0.0,0.1,7.35,70.42,1.55,26.67,0.41,10.46,71.29,,,0.0,0.0,,,,256243
T. Pérez,Brazil 1.,2026,Atlético Mineiro,"RCMF, LCMF, DMF",20,0,2029-06-30,12,865,0,0.31,0,0.01,Argentina,Argentina,right,0,no,7.28,4.58,54.55,1.14,63.64,0.83,4.91,0.0,0.03,0.0,4,0.42,50.0,0.0,0.1,0.0,0.21,50.0,1.77,35.29,0.31,0.1,0.1,37.35,86.07,12.59,76.86,3.23,41.94,0.0,0.0,0.0,5.2,74.0,0.31,33.33,0.0,5.83,64.29,,,0.0,0.0,,,,-406694
W. Clar,Brazil 1.,2026,Chapecoense,"LB, LWB",31,500000,2028-12-31,10,864,3,2.3,1,0.22,Paraguay,Paraguay,left,177,no,6.35,5.1,61.22,3.23,32.26,0.21,3.47,0.1,0.24,0.0,8,0.83,62.5,37.5,1.77,29.41,0.63,66.67,1.98,52.63,1.04,0.63,0.0,35.42,75.88,16.67,65.63,5.94,49.12,0.02,0.0,0.31,5.1,67.35,2.19,33.33,0.42,8.02,63.64,,,0.0,0.0,,,,300336
Neymar,Brazil 1.,2026,Santos,"CF, AMF, LCMF",34,0,2026-12-31,9,864,6,4.64,1,1.39,Brazil,Brazil,right,175,no,2.71,2.92,46.43,1.15,45.45,0.0,1.88,0.42,0.48,0.0,32,3.33,40.63,18.75,0.83,37.5,4.58,52.27,15.52,41.61,4.69,3.54,0.31,37.4,75.21,13.65,70.23,2.92,60.71,0.14,0.21,0.52,5.52,66.04,4.48,53.49,2.29,6.35,91.8,,,0.0,0.0,,,,102697
